Judul,Merek,Model_Detail,Harga,Tahun,Kilometer,Lokasi,UsiaMobil,Inflasi,HargaSekarang_DeflasiKeThnBuat,EstimasiHargaAwal_PadaThnBuat,EstimasiHargaAwal_NilaiSaatIni,DepresiasiRiilAbsolut_PerThn_PadaThnBuat,DepresiasiRiilNormal_PersenPerThn,DepresiasiAbsolut_PerThn_NilaiSaatIni
2024 Suzuki XL7 1.5 Zeta SUV,Suzuki,XL7 Zeta,215000000.0,2024,22500,Banten,1,0.0226,210248386.4658713,233609318.29541254,238888888.88888887,23360931.829541236,9.999999999999993,23888888.888888866
2014 Daihatsu Terios 1.5 TX SUV,Daihatsu,Terios TX,128000000.0,2014,102500,Banten,11,0.0639492540819922,120306489.72111203,383372936.47856444,407889349.8015916,23915131.523404766,6.238085490090909,25444486.345599234
2023 Honda HR-V 1.5 Special Edition SUV,Honda,HR-V Special Edition,313000000.0,2023,37500,Banten,2,0.036701314237700705,301919169.6792174,372739715.65335476,386419753.0864197,35410272.98706868,9.499999999999995,36709876.54320985
2023 Honda BR-V 1.5 Prestige SUV,Honda,BR-V Prestige,250000000.0,2023,22500,DKI Jakarta,2,0.036701314237700705,241149496.5488957,297715427.8381428,308641975.30864197,28282965.644623563,9.499999999999998,29320987.654320985
2021 Toyota Avanza 1.5 Veloz MPV,Toyota,Avanza Veloz,183000000.0,2021,72500,Banten,4,0.015601299052567299,180188820.3281315,274636214.49189377,278920896.20484686,23611848.540940568,8.5975,23980224.051211715
2021 Volkswagen Tiguan 1.4 TSI Allspace SUV,Volkswagen,Tiguan TSI Allspace,365000000.0,2021,37000,DKI Jakarta,4,0.015601299052567299,359393002.2938142,547771684.6423018,556317634.506935,47094670.587121904,8.5975,47829408.62673375
2019 Mercedes-Benz GLC200 2.0 Night Edition AMG SUV,Mercedes-Benz,GLC200 Night Edition AMG,588000000.0,2019,52500,DKI Jakarta,6,0.030305866496948698,570704311.331553,1073880847.2277317,1106425736.8174455,83862755.98269646,7.809316666666668,86404289.46957426
2021 Toyota Alphard 2.5 G MPV,Toyota,Alphard G,7860000000.0,2021,37500,DKI Jakarta,4,0.015601299052567299,7739257528.847615,11795850524.07806,11979881115.683586,1014148248.8076112,8.5975,1029970278.9208965
2021 MG HS 1.5 Magnify i-SMART SUV,MG,HS Magnify i-SMART,245000000.0,2021,22500,DKI Jakarta,4,0.015601299052567299,241236398.79995745,367682363.66401076,373418686.1758878,31611491.216013327,8.5975,32104671.543971956
2023 Mitsubishi Pajero Sport 2.4 Dakar Ultimate 4X4 SUV,Mitsubishi,Pajero Sport Dakar Ultimate 4X4,550000000.0,2023,32500,DKI Jakarta,2,0.036701314237700705,530528892.4075705,654973941.2439141,679012345.6790123,62222524.41817182,9.499999999999996,64506172.83950615
2022 Nissan Livina 1.5 VL MPV,Nissan,Livina VL,210000000.0,2022,12500,DKI Jakarta,3,0.042094638340216504,201517206.09029803,276429637.9839479,288065843.62139916,24970810.631216615,9.033333333333331,26021947.873799723
2019 Mercedes-Benz C300 2.0 AMG Line Sedan,Mercedes-Benz,C300 AMG Line,675000009.0,2019,17500,DKI Jakarta,6,0.030305866496948698,655145264.0903691,1232771397.183072,1270131602.5673592,96271022.18211716,7.809316666666666,99188598.9278932
2021 Toyota Raize 1.0 GR Sport TSS (1 Tone) SUV,Toyota,Raize GR Sport TSS (1 Tone),195000000.0,2021,37500,DKI Jakarta,4,0.015601299052567299,192004480.67751718,292645146.5897229,297210791.0379515,25160166.478051424,8.5975,25552697.759487882
2021 MG HS 1.5 Magnify i-SMART SUV,MG,HS Magnify i-SMART,245000000.0,2021,27500,Banten,4,0.015601299052567299,241236398.79995745,367682363.66401076,373418686.1758878,31611491.216013327,8.5975,32104671.543971956
2019 Mitsubishi Pajero Sport 2.4 Dakar 4X2 SUV,Mitsubishi,Pajero Sport Dakar 4X2,407000000.0,2019,42500,DKI Jakarta,6,0.030305866496948698,395028324.34003747,743315484.3906237,765842304.2256807,58047860.00843104,7.809316666666668,59807050.704280116
2022 Hyundai Creta 1.5 Trend SUV,Hyundai,Creta Trend,218000000.0,2022,32500,DKI Jakarta,3,0.042094638340216504,209194052.03659508,286960290.8595268,299039780.52126193,25922079.607643913,9.033333333333331,27013260.173753977
2019 Mitsubishi Xpander 1.5 Ultimate MPV,Mitsubishi,Xpander Ultimate,221000000.0,2019,72500,Jawa Barat,6,0.030305866496948698,214499409.53107688,403618481.6961372,415850489.5181214,31519845.360843387,7.809316666666666,32475081.58635357
2015 Mercedes-Benz V250 2.1 CDI Van,Mercedes-Benz,V250 CDI,495000000.0,2015,57500,DKI Jakarta,10,0.0636312113115612,465386869.74935293,1334716507.323714,1419646135.4422581,86932963.75743611,6.513215599,92464613.54422581
2023 Lexus RX 350h 2.5 Luxury SUV,Lexus,RX 350h Luxury,1375000000.0,2023,2500,DKI Jakarta,2,0.036701314237700705,1326322231.0189261,1637434853.1097853,1697530864.1975307,155556311.0454296,9.499999999999998,161265432.09876537
2024 BYD Seal Premium Extended Range Sedan,BYD,Seal Premium Extended Range,489000000.0,2024,2500,DKI Jakarta,1,0.0226,478192841.77586544,531325379.7509616,543333333.3333333,53132537.975096166,10.0,54333333.333333254
2015 Mazda 2 1.5 R Hatchback,Mazda,2 R,145000000.0,2015,72500,DKI Jakarta,10,0.0636312113115612,136325446.6942549,390977562.751391,415855938.6649039,25465211.60571361,6.513215599,27085593.866490386
2023 Toyota Hiace 2.8 Premio Van,Toyota,Hiace Premio,655000000.0,2023,32500,DKI Jakarta,2,0.036701314237700705,631811680.9581066,780014420.9359341,808641975.3086419,74101369.98891371,9.499999999999996,76820987.65432096
2022 Suzuki XL7 1.5 Beta SUV,Suzuki,XL7 Beta,212000000.0,2022,17500,Banten,3,0.042094638340216504,203436417.5768723,279062301.2028426,290809327.84636486,25208627.875323433,9.033333333333328,26269775.948788285
2020 Honda Civic 1.5 RS Hatchback,Honda,Civic RS,354000000.0,2020,52500,Banten,5,0.019209680056685,347327941.37150633,588202918.5447786,599502108.4184321,48174995.43465445,8.190199999999999,49100421.68368642
2023 Lexus RX 350h 2.5 Luxury SUV,Lexus,RX 350h Luxury,1435000000.0,2023,7500,DKI Jakarta,2,0.036701314237700705,1384198110.1906612,1708886555.7909396,1771604938.2716048,162344222.8001392,9.499999999999996,168302469.1358024
2019 Nissan X-Trail 2.5 VL SUV,Nissan,X-Trail VL,285000000.0,2019,47500,DKI Jakarta,6,0.030305866496948698,276616885.59437513,520503471.87058413,536277780.6002923,40647764.37936816,7.809316666666666,41879630.10004872
2019 Nissan Serena 2.0 X MPV,Nissan,Serena X,230000000.0,2019,127500,DKI Jakarta,6,0.030305866496948698,223234679.60247818,420055433.4394188,432785577.32655174,32803458.972823437,7.809316666666666,33797596.221091956
2023 Suzuki Ertiga 1.5 Hybrid SS MPV,Suzuki,Ertiga Hybrid SS,218000000.0,2023,12500,DKI Jakarta,2,0.036701314237700705,210282360.99063703,259607853.0748605,269135802.46913576,24662746.04211174,9.499999999999996,25567901.23456788
2020 Suzuki Karimun Wagon R 1.0 GL Hatchback,Suzuki,Karimun Wagon R GL,98000000.0,2020,57500,Banten,5,0.019209680056685,96152932.92205542,162835836.20731157,165963860.52261677,13336580.65705123,8.190199999999999,13592772.104523355
2021 Toyota Kijang Innova 2.4 G MPV,Toyota,Kijang Innova G,350000000.0,2021,87500,Kalimantan Selatan,4,0.015601299052567299,344623426.85708207,525260519.52001536,533455265.965554,45159273.16573332,8.5975,45863816.4913885
2015 Toyota Agya 1.0 G Hatchback,Toyota,Agya G,88000000.0,2015,62500,DKI Jakarta,10,0.0636312113115612,82735443.51099607,237282934.63532692,252381535.18973476,15454749.112433085,6.513215599,16438153.518973475
2016 Nissan Serena 2.0 Highway Star Autech MPV,Nissan,Serena Highway Star Autech,178000000.0,2016,102500,DKI Jakarta,9,0.035258051568793,171937807.90235358,443801535.4999811,459449112.924949,30207080.844180837,6.806439011111111,31272123.658327665
2013 Toyota Alphard 2.4 G MPV,Toyota,Alphard G,295000000.0,2013,67500,DKI Jakarta,12,0.06412513301564181,277223035.9450252,981565311.4725657,1044508317.6342838,58695189.62729504,5.979753862658333,62459026.469523646
2011 Mazda 2 1.5 R Hatchback,Mazda,2 R,85000000.0,2011,132500,DKI Jakarta,14,0.053560477898215,80678804.66584082,352666593.5562352,371555584.8458427,19427699.206456743,5.508800538931357,20468256.060417335
2022 Hyundai Creta 1.5 Style SUV,Hyundai,Creta Style,265000000.0,2022,12500,Jawa Timur,3,0.042094638340216504,254295521.97109038,348827876.5035533,363511659.80795604,31510784.8441543,9.03333333333333,32837219.935985345
2016 Toyota Alphard 2.5 G MPV,Toyota,Alphard G,615000000.0,2016,47500,DKI Jakarta,9,0.035258051568793,594054785.7300419,1533359237.8229685,1587422496.903616,104367161.3436585,6.8064390111111095,108046944.10040177
2022 Honda HR-V 1.5 Special Edition SUV,Honda,HR-V Special Edition,315000000.0,2022,27500,DKI Jakarta,3,0.042094638340216504,302275809.135447,414644456.9759218,432098765.4320987,37456215.94682493,9.033333333333331,39032921.81069956
2023 MINI Cooper S Electric Level 3 Hatchback,MINI,Cooper S Electric Level 3,675000000.0,2023,27500,DKI Jakarta,2,0.036701314237700705,651103640.6820183,803831655.1629854,833333333.3333331,76364007.24048358,9.499999999999996,79166666.66666657
2013 Land Rover Range Rover Evoque 2.0 Dynamic Luxury Si4 SUV,Land Rover,Range Rover Evoque Dynamic Luxury Si4,375000000.0,2013,47500,DKI Jakarta,12,0.06412513301564181,352402164.3368964,1247752514.5837698,1327764810.5520556,74612529.18723945,5.979753862658333,79397067.54600464
2014 Toyota Rush 1.5 G SUV,Toyota,Rush G,140000000.0,2014,89000,Jawa Barat,11,0.0639492540819922,131585223.13246629,419314149.2734299,446128976.3454908,26157175.103723958,6.238085490090907,27829906.940499164
2023 Lexus RX 350 2.4 Luxury SUV,Lexus,RX 350 Luxury,1395000000.0,2023,7000,DKI Jakarta,2,0.036701314237700705,1345614190.742838,1661252087.3368368,1722222222.222222,157818948.29699945,9.499999999999996,163611111.11111104
2023 Toyota Rush 1.5 GR Sport SUV,Toyota,Rush GR Sport,245000000.0,2023,23000,Jawa Barat,2,0.036701314237700705,236326506.61791778,291761119.28137994,302469135.80246913,27717306.33173108,9.499999999999996,28734567.901234567
2016 Nissan Grand Livina 1.5 XV MPV,Nissan,Grand Livina XV,135000000.0,2016,80000,Jawa Barat,9,0.035258051568793,130402270.03830189,336591052.2050419,348458596.88128155,22909864.685193334,6.806439011111111,23717621.87569795
2022 Hyundai Staria 2.2 Signature 7 MPV,Hyundai,Staria Signature 7,625000000.0,2022,27500,DKI Jakarta,3,0.042094638340216504,599753589.5544584,822707255.9046067,857338820.3017831,74317888.78338277,9.03333333333333,77446273.4339277
2004 Toyota Alphard 3.0 G MPV,Toyota,Alphard G,145000000.0,2004,150000,Jawa Barat,21,0.0606405988526521,136709833.8087885,956968836.6615195,1015000000.0,39059952.516796716,4.081632653061225,41428571.428571425
2023 Lexus RX 350h 2.5 Luxury SUV,Lexus,RX 350h Luxury,1450000000.0,2023,9000,DKI Jakarta,2,0.036701314237700705,1398667079.983595,1726749481.4612281,1790123456.7901232,164041200.73881662,9.499999999999996,170061728.3950616
2015 Ford Ranger 2.2 Double Cab 4X2 Hi-Rider Pickup,Ford,Ranger Double Cab 4X2 Hi-Rider,325000000.0,2015,92500,DKI Jakarta,10,0.0636312113115612,305557035.6940196,876329019.9600142,932090897.0075432,57077198.42659946,6.513215598999998,60709089.70075432
2020 Toyota Rush 1.5 TRD Sportivo SUV,Toyota,Rush TRD Sportivo,220000000.0,2020,72500,Jawa Barat,5,0.019209680056685,215853522.88624686,365549836.3837607,372571931.78546625,29939262.699502766,8.190199999999999,30514386.357093252
2021 Honda HR-V 1.5 E SUV,Honda,HR-V E,231000000.0,2021,52500,DKI Jakarta,4,0.015601299052567299,227451461.72567418,346671942.8832101,352080475.53726566,29805120.289383985,8.597499999999998,30270118.884316415
2021 Toyota Calya 1.2 G MPV,Toyota,Calya G,124000000.0,2021,57500,Banten,4,0.015601299052567299,122095156.94365194,186092298.34423402,188995579.942082,15999285.350145519,8.5975,16248894.985520497
2013 Toyota Alphard 2.4 S MPV,Toyota,Alphard S,255000000.0,2013,137500,DKI Jakarta,12,0.06412513301564181,239633471.74908957,848471709.9169635,902880071.1753978,50736519.84732282,5.979753862658333,53990005.931283146
2024 Daihatsu Gran Max 1.5 PU STD Pickup,Daihatsu,Gran Max PU STD,135000000.0,2024,7500,Jawa Barat,1,0.0226,132016428.7111285,146684920.79014277,150000000.0,14668492.079014271,9.999999999999996,15000000.0
2021 Honda CR-V 2.0 SUV,Honda,CR-V,315000000.0,2021,62500,DKI Jakarta,4,0.015601299052567299,310161084.1713739,472734467.56801385,480109739.36899865,40643345.849159986,8.5975,41277434.84224966
2018 Daihatsu Terios 1.5 R Deluxe SUV,Daihatsu,Terios R Deluxe,205000000.0,2018,66000,Jawa Barat,7,0.031983464156241,198646593.78782764,415320680.07931393,428604074.1639764,30953440.898783755,7.452901428571428,31943439.166282337
2021 Nissan Magnite 1.0 Premium SUV,Nissan,Magnite Premium,179000000.0,2021,22500,DKI Jakarta,4,0.015601299052567299,176250266.87833628,268633237.12595075,272824264.5938119,23095742.56190362,8.5975,23456066.148452982
2013 Toyota Avanza 1.5 Veloz MPV,Toyota,Avanza Veloz,135000000.0,2013,111000,Jawa Barat,12,0.06412513301564181,126864779.16128272,449190905.2501571,477995331.79874,26860510.5074062,5.979753862658333,28582944.31656167
2023 Lexus RX 350h 2.5 Luxury SUV,Lexus,RX 350h Luxury,1435000000.0,2023,12000,DKI Jakarta,2,0.036701314237700705,1384198110.1906612,1708886555.7909396,1771604938.2716048,162344222.8001392,9.499999999999996,168302469.1358024
2023 MG 5 1.5 GT Magnify Sedan,MG,5 GT Magnify,298000000.0,2023,32500,DKI Jakarta,2,0.036701314237700705,287450199.88628364,354876789.9830662,367901234.5679012,33713295.04839128,9.499999999999998,34950617.2839506
2018 Honda City 1.5 E Sedan,Honda,City E,190000000.0,2018,56000,DKI Jakarta,7,0.031983464156241,184111477.16920608,384931362.0247299,397242800.4446609,28688554.979360547,7.452901428571428,29606114.34923727
2014 Toyota Kijang Innova 2.0 V MPV,Toyota,Kijang Innova V,190000000.0,2014,100000,Jawa Barat,11,0.0639492540819922,178579945.67977566,569069202.585369,605460753.6117374,35499023.35505394,6.238085490090908,37769159.41924885
2021 Wuling Cortez 1.5 CT L Lux+ MPV,Wuling,Cortez CT L Lux+,165000000.0,2021,72500,Kalimantan Timur,4,0.015601299052567299,162465329.80405298,247622816.34515008,251486053.95518973,21289371.635274276,8.5975,21621513.488797434
2015 Datsun GO+ 1.2 T MPV,Datsun,GO+ T,80000000.0,2015,130000,Jawa Barat,10,0.0636312113115612,75214039.55545098,215711758.7593881,229437759.26339522,14049771.920393711,6.513215598999998,14943775.926339522
2016 Honda CR-V 2.4 Prestige SUV,Honda,CR-V Prestige,320000000.0,2016,37500,Jawa Barat,9,0.035258051568793,309101677.1278267,797845457.0786178,825975933.348223,54304864.438976794,6.806439011111111,56219548.14980255
2018 Hyundai H-1 2.5 Royale New Next Generation MPV,Hyundai,H-1 Royale New Next Generation,298000000.0,2018,107500,DKI Jakarta,7,0.031983464156241,288764316.82328117,603734452.0177344,623043971.2237315,44995733.5992076,7.452901428571426,46434853.03196164
2019 Mercedes-Benz C300 2.0 AMG Line Sedan,Mercedes-Benz,C300 AMG Line,675000000.0,2019,17000,DKI Jakarta,6,0.030305866496948698,655145255.3550991,1232771380.7461205,1270131585.6322715,96271020.89850356,7.809316666666666,99188597.60537858
2008 Toyota Vellfire 2.4 V MPV,Toyota,Vellfire V,205000000.0,2008,122000,Jawa Barat,17,0.102266645473148,185980407.59185246,1115178876.989574,1229224479.84181,54658733.49398362,4.90134225296079,60248498.81422412
2015 Honda HR-V 1.5 E SUV,Honda,HR-V E,167000000.0,2015,68000,DKI Jakarta,10,0.0636312113115612,157009307.57200393,450298296.4102227,478951322.46233755,29328898.883821882,6.513215599,31195132.246233754
2019 Toyota Sienta 1.5 V MPV,Toyota,Sienta V,200000000.0,2019,40000,Jawa Barat,6,0.030305866496948698,194117112.69780713,365265594.2951468,376335284.63178414,28524746.93288995,7.809316666666668,29389214.105297357
2019 Honda Brio 1.2 Satya E Hatchback,Honda,Brio Satya E,155000000.0,2019,47000,Jawa Barat,6,0.030305866496948698,150440762.34080052,283080835.57873875,291659845.5896327,22106678.872989703,7.809316666666664,22776640.931605447
2016 Mitsubishi Triton 2.5 Exceed Double Cab 4X4 Pickup,Mitsubishi,Triton Exceed Double Cab 4X4,298000000.0,2016,87500,DKI Jakarta,9,0.035258051568793,287850936.8252886,742993581.9044628,769190087.9305326,50571405.00879714,6.806439011111111,52354454.214503616
2019 Honda Brio 1.2 RS Hatchback,Honda,Brio RS,175000000.0,2019,63000,Jawa Barat,6,0.030305866496948698,169852473.61058122,319607395.0082534,329293374.0528111,24959153.566278696,7.809316666666666,25715562.34213518
2017 Toyota Sienta 1.5 V MPV,Toyota,Sienta V,140000000.0,2017,67000,Jawa Barat,8,0.0380879806953157,134863328.16051623,313295240.67702204,325228023.7558627,22303989.064563226,7.1191598749999985,23153502.96948284
2018 Hyundai H-1 2.4 Royale New Next Generation MPV,Hyundai,H-1 Royale New Next Generation,286000000.0,2018,112500,DKI Jakarta,7,0.031983464156241,277136223.5283839,579422997.5740672,597954952.2482792,43183824.863669045,7.452901428571428,44564993.1783256
2017 Nissan Grand Livina 1.5 Highway Star Autech MPV,Nissan,Grand Livina Highway Star Autech,122000000.0,2017,104000,DKI Jakarta,8,0.0380879806953157,117523757.3970213,273014424.01854783,283412992.130109,19436333.327690817,7.1191598749999985,20176624.016263627
2012 Nissan March 1.2 Hatchback,Nissan,March,93000000.0,2012,93000,Jawa Barat,13,0.0427949999641975,89183396.54792456,350858001.8425005,365872970.0187887,20128815.791890457,5.737026285900769,20990228.462983746
2013 Suzuki Swift 1.4 GL Hatchback,Suzuki,Swift GL,110000000.0,2013,98000,Jawa Barat,12,0.06412513301564181,103371301.53882296,366007404.2779058,389477677.7619363,21886341.89492357,5.979753862658333,23289806.480161358
2021 Honda CR-V 1.5 Turbo Prestige SUV,Honda,CR-V Turbo Prestige,482000000.0,2021,37500,Jawa Barat,4,0.015601299052567299,474595690.7003245,723358772.5961355,734644109.1297059,62190770.473952755,8.5975,63161027.28242648
2021 Honda Brio 1.2 Satya E Hatchback,Honda,Brio Satya E,155000000.0,2021,22500,Jawa Barat,4,0.015601299052567299,152618946.17956492,232615372.93029252,236244474.9276025,19999106.6876819,8.5975,20311118.731900625
2022 Hyundai Stargazer 1.5 Trend MPV,Hyundai,Stargazer Trend,205000000.0,2022,14000,Jawa Barat,3,0.042094638340216504,196719177.37386236,269847979.936711,281207133.0589849,24376267.520949554,9.033333333333331,25402377.686328292
2016 Mitsubishi Pajero Sport 2.4 Dakar 4X2 SUV,Mitsubishi,Pajero Sport Dakar 4X2,397000000.0,2016,111000,Jawa Barat,9,0.035258051568793,383479268.18670994,989827020.1881601,1024726392.310139,67371972.44460556,6.8064390111111095,69747376.92334877
2015 Nissan Grand Livina 1.5 Highway Star MPV,Nissan,Grand Livina Highway Star,130000000.0,2015,87500,Jawa Barat,10,0.0636312113115612,122222814.27760784,350531607.9840057,372836358.80301726,22830879.370639782,6.513215598999998,24283635.880301725
2019 Suzuki Baleno 1.4 Hatchback,Suzuki,Baleno,165000000.0,2019,44000,Jawa Barat,6,0.030305866496948698,160146617.97569087,301344115.2934961,310476609.8212219,23532916.2196342,7.809316666666666,24246101.636870313
2023 Lexus RX 350h 2.5 Luxury SUV,Lexus,RX 350h Luxury,1375000000.0,2023,7000,DKI Jakarta,2,0.036701314237700705,1326322231.0189261,1637434853.1097853,1697530864.1975307,155556311.0454296,9.499999999999998,161265432.09876537
2014 Isuzu Panther 2.5 Smart SUV,Isuzu,Panther Smart,145000000.0,2014,133000,Jawa Barat,11,0.0639492540819922,136284695.38719723,434289654.6046238,462062154.0721155,27091359.928856958,6.238085490090908,28823832.188374136
2013 Audi A6 2.0 TFSI Sedan,Audi,A6 TFSI,220000000.0,2013,58000,DKI Jakarta,12,0.06412513301564181,206742603.07764593,732014808.5558116,778955355.5238726,43772683.78984714,5.979753862658333,46579612.960322715
2023 Toyota Avanza 1.5 G MPV,Toyota,Avanza G,225000000.0,2023,17500,Jawa Barat,2,0.036701314237700705,217034546.8940061,267943885.0543285,277777777.77777773,25454669.0801612,9.499999999999996,26388888.888888866
